Hawaii Ocean Time-series : 29-Jan-2024 23:55:47
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pn, 
1380200307, 062902, 214018,  174.6,  0.098,
1380200306, 062902, 213902,  199.4,  0.082,
1390200516, 082802, 041610,    5.0,  0.305,
1390200514, 082802, 041435,   24.2,  0.296,
1390200513, 082802, 041255,   45.6,  0.294,
1390200511, 082802, 041025,   74.5,  0.313,
1390200510, 082802, 040835,  100.4,  0.272,
1390200509, 082802, 040645,  123.0,  0.249,
1390200508, 082802, 040415,  149.6,  0.159,
1390200507, 082802, 040151,  174.8,  0.111,
1400200516, 100702, 041006,    5.3,  0.345,
1400200515, 100702, 040801,   25.7,  0.348,
1400200514, 100702, 040601,   44.9,  0.401,
1400200513, 100702, 040317,   75.2,  0.289,
1400200510, 100702, 035842,  101.0,  0.301,
1400200509, 100702, 035611,  126.1,  0.251,
1400200508, 100702, 035411,  151.3,  0.124,
1400200507, 100702, 035206,  177.0,  0.119,
1410200514, 110402, 035144,    4.9,  0.206,
1410200513, 110402, 035029,   24.6,  0.294,
1410200512, 110402, 034930,   44.6,  0.312,
1410200511, 110402, 034819,   75.1,  0.327,
1410200510, 110402, 034719,   99.9,  0.256,
1410200509, 110402, 034619,  125.3,  0.215,
1410200508, 110402, 034519,  150.0,  0.134,
1410200507, 110402, 034419,  175.3,  0.104,
1410200506, 110402, 034319,  199.4,  0.117,
1420200514, 112502, 035622,    4.0,  0.265,
1420200513, 112502, 035452,   24.8,  0.303,
1420200512, 112502, 035316,   44.9,  0.284,
1420200511, 112502, 035112,   74.1,  0.287,
1420200510, 112502, 034931,   99.4,  0.252,
1420200509, 112502, 034737,  124.8,  0.152,
1420200508, 112502, 034601,  149.9,  0.108,
1420200507, 112502, 034421,  174.3,  0.091,
1420200506, 112502, 034231,  199.4,  0.087,
1430200514, 121902, 035116,    4.9,  0.280,
1430200513, 121902, 034951,   24.7,  0.257,
1430200512, 121902, 034821,   43.8,  0.285,
1430200511, 121902, 034656,   76.1,  0.269,
1430200510, 121902, 034536,  100.3,  0.272,
1430200509, 121902, 034416,  124.4,  0.242,
1430200508, 121902, 034301,  150.1,  0.124,
1430200507, 121902, 034136,  174.9,  0.099,
1430200506, 121902, 034011,  199.5,  0.087,
1440200415, 011703, 034929,    4.4,  0.275,
1440200414, 011703, 034824,   25.0,  0.288,
1440200413, 011703, 034724,   43.3,  0.286,
1440200412, 011703, 034614,   73.7,  0.281,
1440200411, 011703, 034459,  101.0,  0.266,
1440200410, 011703, 034344,  125.6,  0.156,
1440200408, 011703, 034229,  147.9,  0.112,
1440200407, 011703, 034114,  174.2,  0.090,
1440200406, 011703, 033959,  199.5,  0.087,
1450200516, 022603, 040514,    4.8,  0.255,
1450200515, 022603, 040344,   24.0,  0.258,
1450200513, 022603, 040119,   45.0,  0.279,
1450200512, 022603, 035945,   73.5,  0.233,
1450200511, 022603, 035809,   98.7,  0.282,
1450200509, 022603, 035414,  125.6,  0.211,
1450200508, 022603, 035214,  148.3,  0.119,
1450200507, 022603, 035040,  173.1,  0.102,
1450200506, 022603, 034904,  199.0,  0.093,
1460200514, 032903, 040920,    8.9,  0.311,
1460200513, 032903, 040741,   25.4,  0.306,
1460200512, 032903, 040540,   44.2,  0.303,
1460200511, 032903, 040341,   74.9,  0.289,
1460200510, 032903, 040125,   99.9,  0.245,
1460200509, 032903, 035855,  123.6,  0.247,
1460200508, 032903, 035642,  148.8,  0.162,
1460200507, 032903, 035441,  175.4,  0.121,
1470200514, 042403, 035828,    4.1,  0.275,
1470200513, 042403, 035707,   24.9,  0.264,
1470200512, 042403, 035558,   44.1,  0.327,
1470200511, 042403, 035417,   74.8,  0.326,
1470200510, 042403, 035237,   99.4,  0.288,
1470200509, 042403, 035127,  124.2,  0.339,
1470200508, 042403, 034957,  148.6,  0.190,
1470200507, 042403, 034837,  173.5,  0.131,
1470200506, 042403, 034713,  199.0,  0.096,
1480200514, 052103, 035504,    4.2,  0.254,
1480200513, 052103, 035329,   24.3,  0.262,
1480200512, 052103, 035159,   43.9,  0.296,
1480200511, 052103, 035029,   74.2,  0.290,
1480200509, 052103, 034724,  124.9,  0.251,
1480200508, 052103, 034544,  149.8,  0.227,
1480200507, 052103, 034419,  174.7,  0.122,
1480200506, 052103, 034239,  199.5,  0.099,
1490200514, 061903, 035700,    5.0,  0.325,
1490200513, 061903, 035545,   25.0,  0.272,
1490200512, 061903, 035430,   45.0,  0.278,
1490200511, 061903, 035320,   74.3,  0.256,
1490200510, 061903, 035215,   99.8,  0.252,
1490200509, 061903, 035100,  125.1,  0.253,
1490200508, 061903, 034945,  149.6,  0.237,
1490200507, 061903, 034830,  174.9,  0.092,
1490200506, 061903, 034715,  199.6,  0.099,
1500200514, 072003, 035037,    4.4,  0.297,
1500200513, 072003, 034937,   24.3,  0.279,
1500200512, 072003, 034838,   44.2,  0.329,
1500200511, 072003, 034722,   74.3,  0.331,
1500200510, 072003, 034622,   99.2,  0.298,
1500200509, 072003, 034507,  124.1,  0.253,
1500200508, 072003, 034407,  149.6,  0.125,
1500200507, 072003, 034252,  175.9,  0.081,
1510200517, 082103, 035547,    4.9,  0.298,
1510200516, 082103, 035436,   24.4,  0.319,
1510200515, 082103, 035321,   44.4,  0.346,
1510200514, 082103, 035151,   74.2,  0.359,
1510200510, 082103, 034907,  100.2,  0.330,
1510200509, 082103, 034717,  124.3,  0.223,
1510200508, 082103, 034611,  149.6,  0.142,
1510200507, 082103, 034501,  175.0,  0.121,
1520200514, 101503, 041900,    4.3,  0.333,
1520200513, 101503, 041725,   23.7,  0.374,
1520200512, 101503, 041600,   44.4,  0.326,
1520200511, 101503, 041420,   75.0,  0.374,
1520200510, 101503, 041300,   99.4,  0.292,
1520200509, 101503, 041135,  125.1,  0.194,
1520200508, 101503, 041010,  150.6,  0.124,
1520200507, 101503, 040835,  175.5,  0.093,
1520200506, 101503, 040705,  199.1,  0.084,
1530200514, 111003, 040250,    5.3,  0.278,
1530200513, 111003, 040100,   25.7,  0.281,
1530200512, 111003, 035830,   45.7,  0.285,
1530200511, 111003, 035550,   76.8,  0.252,
1530200510, 111003, 035335,  101.2,  0.274,
1530200509, 111003, 035150,  125.3,  0.197,
1530200508, 111003, 034945,  150.2,  0.150,
1530200507, 111003, 034805,  174.4,  0.115,
1540200414, 122003, 040311,    4.4,  0.325,
1540200413, 122003, 040239,   23.1,  0.267,
1540200412, 122003, 040039,   45.0,  0.271,
1540200411, 122003, 035823,   75.0,  0.257,
1540200410, 122003, 035637,   99.0,  0.236,
1540200409, 122003, 035449,  124.7,  0.138,
1540200408, 122003, 035309,  148.8,  0.096,
1540200407, 122003, 035140,  167.3,  0.079,
1540200406, 122003, 034945,  198.4,  0.073,
1550200514, 012204, 035701,    4.4,  0.259,
1550200513, 012204, 035545,   23.5,  0.221,
1550200512, 012204, 035430,   43.6,  0.293,
1550200511, 012204, 035305,   73.3,  0.272,
1550200510, 012204, 035140,   99.6,  0.275,
1550200509, 012204, 035025,  123.5,  0.224,
1550200508, 012204, 034900,  148.7,  0.131,
1550200507, 012204, 034745,  173.7,  0.096,
1550200506, 012204, 034620,  197.3,  0.079,
1560200514, 022504, 034517,    4.0,  0.253,
1560200513, 022504, 034411,   23.8,  0.241,
1560200512, 022504, 034307,   44.1,  0.216,
1560200511, 022504, 034156,   74.5,  0.261,
1560200510, 022504, 034051,   99.5,  0.258,
1560200509, 022504, 033936,  125.0,  0.205,
1560200508, 022504, 033831,  147.2,  0.114,
1560200507, 022504, 033721,  173.9,  0.087,
1560200506, 022504, 033611,  199.5,  0.075,
1570200514, 032004, 041051,    3.3,  0.250,
1570200513, 032004, 040906,   25.1,  0.226,
1570200512, 032004, 040732,   43.4,  0.267,
1570200511, 032004, 040537,   76.0,  0.237,
1570200510, 032004, 040341,   99.9,  0.257,
1570200509, 032004, 040201,  124.7,  0.222,
1570200508, 032004, 040016,  148.4,  0.182,
1570200507, 032004, 035836,  173.7,  0.109,
1570200506, 032004, 035642,  199.8,  0.085,
1580200514, 042104, 040221,    4.1,  0.318,
1580200513, 042104, 040041,   24.4,  0.377,
1580200512, 042104, 035907,   44.4,  0.343,
1580200511, 042104, 035721,   74.4,  0.303,
1580200510, 042104, 035541,   99.4,  0.332,
1580200509, 042104, 035411,  124.5,  0.297,
1580200508, 042104, 035241,  148.7,  0.245,
1580200507, 042104, 035112,  174.6,  0.143,
1580200506, 042104, 034912,  198.7,  0.135,
1590200514, 051904, 035102,    4.1,  0.374,
1590200513, 051904, 034942,   23.9,  0.429,
1590200512, 051904, 034843,   43.7,  0.378,
1590200511, 051904, 034658,   73.9,  0.364,
1590200510, 051904, 034523,   98.9,  0.335,
1590200509, 051904, 034358,  124.4,  0.318,
1590200508, 051904, 034233,  150.8,  0.162,
1590200507, 051904, 034123,  174.7,  0.151,
1600200614, 061604, 034718,    4.1,  0.360,
1600200613, 061604, 034557,   24.5,  0.366,
1600200612, 061604, 034453,   43.5,  0.519,
1600200611, 061604, 034342,   73.7,  0.326,
1600200610, 061604, 034222,   99.1,  0.287,
1600200609, 061604, 034122,  123.9,  0.290,
1600200608, 061604, 034012,  149.2,  0.167,
1600200607, 061604, 033912,  174.3,  0.141,
1610200423, 071404, 015234,    4.9,  0.435,
1610200420, 071404, 015043,   24.8,  0.467,
1610200417, 071404, 014834,   43.1,  0.333,
1610200414, 071404, 014653,   74.9,  0.283,
1610200411, 071404, 014503,   99.8,  0.264,
1610200408, 071404, 014304,  125.8,  0.258,
1610200405, 071404, 014113,  149.3,  0.188,
1610200402, 071404, 013913,  174.6,  0.127,
1620200619, 081604, 035832,    4.5,  0.374,
1620200617, 081604, 035520,   45.0,  0.497,
1620200616, 081604, 035335,   75.0,  0.271,
1620200615, 081604, 035157,   99.5,  0.306,
1620200609, 081604, 034852,  123.8,  0.237,
1620200608, 081604, 034622,  150.6,  0.155,
1620200607, 081604, 034437,  174.9,  0.110,
1630200619, 092904, 034951,    5.1,  0.288,
1630200618, 092904, 034840,   25.0,  0.286,
1630200617, 092904, 034710,   44.0,  0.298,
1630200616, 092904, 034550,   75.1,  0.301,
1630200615, 092904, 034420,   99.9,  0.303,
1630200609, 092904, 034210,  124.3,  0.248,
1630200608, 092904, 034050,  149.2,  0.175,
1630200607, 092904, 033930,  174.7,  0.125,
1640200514, 103104, 035051,    4.9,  0.291,
1640200513, 103104, 034903,   25.8,  0.310,
1640200512, 103104, 034742,   45.5,  0.349,
1640200510, 103104, 034522,   98.5,  0.313,
1640200509, 103104, 034408,  124.9,  0.193,
1640200508, 103104, 034246,  150.1,  0.134,
1640200507, 103104, 034121,  176.3,  0.101,
1650201217, 112804, 215356,    5.0,  0.260,
1650201215, 112804, 215226,   24.8,  0.260,
1650201213, 112804, 215106,   45.1,  0.262,
1650201211, 112804, 214936,   75.2,  0.297,
1650201210, 112804, 214816,  100.1,  0.185,
1650201209, 112804, 214656,  124.6,  0.150,
1650201208, 112804, 214545,  150.7,  0.097,
1650201207, 112804, 214430,  175.0,  0.076,
1650201206, 112804, 214317,  199.8,  0.080,
1660201317, 122104, 215111,    4.0,  0.348,
1660201315, 122104, 214951,   24.5,  0.350,
1660201313, 122104, 214826,   44.9,  0.339,
1660201311, 122104, 214652,   75.3,  0.329,
1660201310, 122104, 214532,   97.8,  0.267,
1660201309, 122104, 214411,  123.8,  0.226,
1660201308, 122104, 214251,  149.8,  0.114,
1660201307, 122104, 214131,  175.2,  0.121,
1670201114, 020205, 201015,    4.8,  0.308,
1670201113, 020205, 200851,   25.2,  0.319,
1670201112, 020205, 200710,   44.9,  0.336,
1670201111, 020205, 200536,   73.7,  0.332,
1670201110, 020205, 200355,  101.6,  0.321,
1670201109, 020205, 200231,  123.6,  0.238,
1670201108, 020205, 200115,  149.0,  0.141,
1670201107, 020205, 200001,  175.2,  0.115,
1670201106, 020205, 195831,  200.0,  0.102,
1680201114, 030505, 190404,    5.1,  0.329,
1680201113, 030505, 190225,   25.3,  0.306,
1680201112, 030505, 190055,   44.6,  0.288,
1680201111, 030505, 185915,   73.5,  0.320,
1680201110, 030505, 185655,  100.0,  0.377,
1680201109, 030505, 185525,  125.2,  0.223,
1680201108, 030505, 185355,  150.7,  0.116,
1680201107, 030505, 185235,  173.0,  0.101,
1680201106, 030505, 184840,  199.4,  0.081,
1690200719, 051805, 161020,    7.4,  0.314,
1690200718, 051805, 160744,   24.8,  0.326,
1690200717, 051805, 160634,   45.5,  0.400,
1690200716, 051805, 160519,   75.1,  0.336,
1690200715, 051805, 160359,  100.5,  0.293,
1690200714, 051805, 160239,  124.6,  0.250,
1690200713, 051805, 160129,  148.9,  0.184,
1690200712, 051805, 160014,  174.2,  0.143,
1690200710, 051805, 155849,  199.6,  0.107,
1700201223, 061605, 010206,   12.0,  0.289,
1700201222, 061605, 010037,   24.3,  0.301,
1700201221, 061605, 005902,   45.2,  0.352,
1700201220, 061605, 005716,   73.7,  0.333,
1700201219, 061605, 005534,  100.0,  0.335,
1700201218, 061605, 005327,  124.2,  0.344,
1700201217, 061605, 005146,  150.0,  0.172,
1700201216, 061605, 004921,  174.3,  0.137,
1700201215, 061605, 004737,  199.5,  0.110,
1710201423, 071805, 013455,    4.9,  0.323,
1710201421, 071805, 013334,   25.3,  0.338,
1710201414, 071805, 013007,   45.5,  0.334,
1710201412, 071805, 012824,   74.5,  0.327,
1710201411, 071805, 012654,  100.3,  0.292,
1710201410, 071805, 012524,  125.0,  0.289,
1710201409, 071805, 012359,  150.3,  0.203,
1710201408, 071805, 012229,  174.7,  0.127,
1720201319, 081505, 012545,    4.8,  0.259,
1720201317, 081505, 012336,   24.5,  0.241,
1720201314, 081505, 012152,   45.1,  0.273,
1720201312, 081505, 011953,   74.3,  0.293,
1720201311, 081505, 011838,   99.9,  0.271,
1720201309, 081505, 011708,  124.5,  0.288,
1720201308, 081505, 011546,  150.5,  0.184,
1720201307, 081505, 011402,  175.5,  0.123,
1720201306, 081505, 011226,  199.4,  0.104,
1730201320, 091105, 005245,    9.9,  0.425,
1730201318, 091105, 005110,   24.1,  0.446,
1730201316, 091105, 004955,   44.9,  0.491,
1730201314, 091105, 004835,   73.3,  0.379,
1730201312, 091105, 004715,  100.6,  0.292,
1730201310, 091105, 004555,  124.7,  0.239,
1730201308, 091105, 004435,  149.1,  0.179,
1730201307, 091105, 004315,  174.4,  0.130,
1730201306, 091105, 004205,  198.9,  0.112,
1740201121, 100905, 054717,    9.2,  0.367,
1740201119, 100905, 054339,   23.2,  0.353,
1740201117, 100905, 054135,   43.0,  0.349,
1740201115, 100905, 053949,   73.4,  0.386,
1740201113, 100905, 053808,   99.3,  0.318,
1740201112, 100905, 053636,  124.1,  0.252,
1740201110, 100905, 053445,  149.4,  0.172,
1740201108, 100905, 053215,  173.8,  0.122,
1750201424, 111305, 013625,    5.9,  0.274,
1750201418, 111305, 013212,   25.1,  0.309,
1750201416, 111305, 012927,   45.6,  0.291,
1750201412, 111305, 012525,   75.0,  0.289,
1750201410, 111305, 012325,  100.2,  0.294,
1750201409, 111305, 012125,  125.0,  0.245,
1750201408, 111305, 011931,  149.8,  0.150,
1750201407, 111305, 011750,  174.3,  0.134,
1760201314, 121405, 005729,    5.0,  0.272,
1760201313, 121405, 005554,   25.7,  0.278,
1760201312, 121405, 005444,   45.8,  0.317,
1760201311, 121405, 005248,   76.0,  0.330,
1760201310, 121405, 005059,  100.5,  0.317,
1760201309, 121405, 004924,  125.2,  0.238,
1760201308, 121405, 004744,  150.1,  0.134,
1760201307, 121405, 004614,  175.8,  0.100,
1760201306, 121405, 004455,  198.5,  0.099,
1770200420, 012506, 154757,    8.9,  0.290,
1770200419, 012506, 154607,   25.3,  0.291,
1770200418, 012506, 154434,   45.2,  0.298,
1770200417, 012506, 154302,   74.0,  0.299,
1770200416, 012506, 154127,  101.4,  0.278,
1770200415, 012506, 153957,  125.0,  0.297,
1770200414, 012506, 153827,  151.6,  0.221,
1770200413, 012506, 153647,  175.6,  0.124,
1770200412, 012506, 153517,  197.8,  0.145,
1780201324, 021606, 020000,    7.6,  0.282,
1780201323, 021606, 015750,   22.4,  0.220,
1780201322, 021606, 015545,   43.1,  0.318,
1780201321, 021606, 015405,   76.1,  0.290,
1780201320, 021606, 015226,  101.3,  0.280,
1780201309, 021606, 014625,  125.3,  0.195,
1780201308, 021606, 014455,  147.1,  0.102,
1780201307, 021606, 014320,  173.4,  0.080,
1790200624, 030906, 195553,    6.6,  0.314,
1790200623, 030906, 195438,   24.0,  0.328,
1790200612, 030906, 194728,   44.8,  0.293,
1790200611, 030906, 194603,   76.4,  0.235,
1790200610, 030906, 194434,  101.6,  0.269,
1790200609, 030906, 194304,  125.2,  0.242,
1790200608, 030906, 194133,  151.7,  0.153,
1790200607, 030906, 193953,  176.8,  0.116,
1800201313, 040306, 010355,   25.1,  0.353,
1800201312, 040306, 010225,   45.4,  0.359,
1800201311, 040306, 010056,   74.3,  0.338,
1800201310, 040306, 005945,  100.8,  0.248,
1800201309, 040306, 005836,  125.3,  0.163,
1800201308, 040306, 005731,  149.6,  0.170,
1800201307, 040306, 005616,  174.4,  0.177,
1800201306, 040306, 005456,  199.7,  0.101,
1810201414, 052806, 010305,    8.4,  0.327,
1810201413, 052806, 010004,   25.1,  0.361,
1810201412, 052806, 005845,   46.2,  0.329,
1810201411, 052806, 005725,   76.4,  0.281,
1810201410, 052806, 005545,  100.3,  0.391,
1810201409, 052806, 005434,  124.3,  0.287,
1810201408, 052806, 005315,  150.9,  0.141,
1810201407, 052806, 005154,  175.4,  0.102,
1810201406, 052806, 005034,  199.4,  0.068,
1820201118, 061506, 014634,    8.0,  0.288,
1820201117, 061506, 014254,   25.6,  0.322,
1820201116, 061506, 014105,   45.2,  0.369,
1820201115, 061506, 013824,   76.0,  0.321,
1820201113, 061506, 013626,  101.2,  0.329,
1820201111, 061506, 013405,  124.8,  0.206,
1820201109, 061506, 013134,  151.0,  0.108,
1820201108, 061506, 012930,  175.8,  0.087,
1830201414, 071406, 010608,    7.6,  0.250,
1830201413, 071406, 005922,   25.4,  0.359,
1830201412, 071406, 005808,   44.7,  0.361,
1830201411, 071406, 005642,   74.9,  0.361,
1830201410, 071406, 005532,  100.5,  0.204,
1830201409, 071406, 005422,  125.1,  0.288,
1830201408, 071406, 005307,  150.3,  0.157,
1830201407, 071406, 005137,  174.0,  0.115,
1840201424, 081006, 005833,    6.5,  0.371,
1840201423, 081006, 005601,   25.4,  0.327,
1840201412, 081006, 005241,   45.0,  0.430,
1840201411, 081006, 005051,   75.7,  0.381,
1840201410, 081006, 004911,  100.9,  0.358,
1840201409, 081006, 004726,  125.5,  0.230,
1840201408, 081006, 004600,  150.1,  0.141,
1840201407, 081006, 004440,  175.0,  0.107,
1850201314, 091706, 005716,    5.5,  0.165,
1850201313, 091706, 005613,   25.7,  0.198,
1850201312, 091706, 005506,   45.1,  0.260,
1850201311, 091706, 005350,   75.3,  0.305,
1850201310, 091706, 005150,  100.2,  0.299,
1850201309, 091706, 005029,  125.2,  0.281,
1850201308, 091706, 004847,  149.9,  0.125,
1850201307, 091706, 004655,  175.6,  0.087,
1850201306, 091706, 004529,  199.8,  0.076,
1860202220, 102206, 010426,    7.4,  0.348,
1860202218, 102206, 010212,   26.1,  0.375,
1860202216, 102206, 005841,   46.2,  0.372,
1860202214, 102206, 005707,   74.5,  0.350,
1860202211, 102206, 005527,  101.1,  0.278,
1860202210, 102206, 005417,  126.3,  0.173,
1860202209, 102206, 005252,  151.0,  0.118,
1860202208, 102206, 005137,  173.6,  0.090,
1860202207, 102206, 005022,  198.9,  0.095,
1870201314, 111006, 014142,    8.0,  0.308,
1870201313, 111006, 013946,   26.2,  0.256,
1870201312, 111006, 013744,   44.9,  0.316,
1870201311, 111006, 013521,   76.4,  0.278,
1870201310, 111006, 013301,  100.7,  0.282,
1870201309, 111006, 013043,  125.9,  0.140,
1870201308, 111006, 012837,  150.1,  0.098,
1870201307, 111006, 012630,  175.5,  0.099,
1880201323, 121106, 015705,    6.7,  0.289,
1880201322, 121106, 015442,   25.6,  0.265,
1880201321, 121106, 015329,   45.6,  0.287,
1880201320, 121106, 015159,   74.7,  0.283,
1880201318, 121106, 015030,  100.6,  0.301,
1880201317, 121106, 014900,  125.6,  0.201,
1880201316, 121106, 014731,  151.0,  0.213,
1880201315, 121106, 014611,  175.6,  0.093,
1880201313, 121106, 014302,  199.7,  0.089,
1890201414, 020807, 014007,    4.9,  0.281,
1890201413, 020807, 013843,   24.7,  0.280,
1890201412, 020807, 013712,   44.7,  0.227,
1890201411, 020807, 013518,   74.8,  0.265,
1890201410, 020807, 013323,  100.2,  0.240,
1890201409, 020807, 013129,  124.6,  0.219,
1890201408, 020807, 012943,  149.5,  0.105,
1890201407, 020807, 012747,  175.7,  0.091,
1890201406, 020807, 012558,  199.4,  0.080,
1900201414, 032207, 005254,    4.8,  0.295,
1900201413, 032207, 005144,   25.6,  0.254,
1900201412, 032207, 005043,   44.7,  0.320,
1900201411, 032207, 004922,   76.0,  0.244,
1900201410, 032207, 004817,   98.6,  0.255,
1900201409, 032207, 004700,  124.4,  0.225,
1900201408, 032207, 004555,  150.2,  0.157,
1900201407, 032207, 004443,  175.0,  0.095,
1910201424, 050607, 005349,    7.1,  0.286,
1910201421, 050607, 005039,   25.1,  0.324,
1910201419, 050607, 004933,   45.3,  0.316,
1910201417, 050607, 004813,   75.5,  0.326,
1910201415, 050607, 004658,  100.3,  0.269,
1910201413, 050607, 004537,  125.7,  0.251,
1910201411, 050607, 004427,  149.4,  0.195,
1910201409, 050607, 004307,  174.4,  0.156,
1910201407, 050607, 004157,  199.9,  0.088,
1930201118, 070907, 010150,    7.3,  0.339,
1930201117, 070907, 005854,   24.9,  0.292,
1930201116, 070907, 005719,   44.8,  0.355,
1930201115, 070907, 005545,   75.3,  0.209,
1930201114, 070907, 005400,   99.9,  0.186,
1930201113, 070907, 005229,  125.3,  0.244,
1930201112, 070907, 005054,  150.1,  0.127,
1930201111, 070907, 004905,  175.2,  0.113,
1940201224, 080507, 012945,    7.3,  0.312,
1940201223, 080507, 012805,   25.2,  0.346,
1940201222, 080507, 012520,   45.0,  0.363,
1940201216, 080507, 012246,   74.3,  0.396,
1940201209, 080507, 011841,  124.7,  0.258,
1940201208, 080507, 011706,  150.7,  0.183,
1940201207, 080507, 011521,  175.2,  0.126,
1950201323, 090407, 010015,   27.1,  0.409,
1950201322, 090407, 005831,   47.2,  0.373,
1950201316, 090407, 005606,   77.5,  0.360,
1950201315, 090407, 005415,  100.2,  0.299,
1950201309, 090407, 005216,  125.8,  0.124,
1950201308, 090407, 005040,  150.2,  0.109,
1950201307, 090407, 004920,  175.0,  0.110,
1960200524, 100307, 005448,    5.2,  0.330,
1960200523, 100307, 005328,   25.0,  0.324,
1960200522, 100307, 005218,   44.4,  0.376,
1960200516, 100307, 005028,   74.7,  0.357,
1960200515, 100307, 004908,   98.7,  0.361,
1960200509, 100307, 004718,  125.1,  0.270,
1960200508, 100307, 004605,  151.6,  0.166,
1960200507, 100307, 004418,  174.5,  0.126,
1960200506, 100307, 004257,  199.5,  0.114,
1970200524, 120207, 025432,    8.3,  0.313,
1970200523, 120207, 025138,   25.6,  0.352,
1970200516, 120207, 024612,   76.3,  0.330,
1970200509, 120207, 024013,  125.5,  0.365,
1970200508, 120207, 023744,  149.8,  0.127,
1970200507, 120207, 023552,  175.6,  0.151,
1980200624, 122107, 012502,    6.5,  0.301,
1980200623, 122107, 012237,   26.4,  0.336,
1980200622, 122107, 012121,   45.5,  0.236,
1980200616, 122107, 011855,   75.9,  0.284,
1980200615, 122107, 011709,   99.9,  0.288,
1980200609, 122107, 011440,  124.9,  0.271,
1980200608, 122107, 011305,  149.7,  0.163,
1980200607, 122107, 011136,  175.1,  0.125,
1990200524, 013008, 014714,    6.6,  0.390,
1990200523, 013008, 014413,   25.3,  0.335,
1990200522, 013008, 014248,   45.3,  0.334,
1990200516, 013008, 014029,   75.0,  0.362,
1990200515, 013008, 013858,  100.4,  0.336,
1990200509, 013008, 013638,  126.6,  0.262,
1990200508, 013008, 013508,  148.8,  0.151,
1990200507, 013008, 013328,  173.2,  0.090,
1990200506, 013008, 013143,  199.6,  0.087,
2000200523, 022408, 010929,    6.4,  0.311,
2000200520, 022408, 010629,   24.3,  0.344,
2000200518, 022408, 010359,   45.6,  0.300,
2000200516, 022408, 010133,   75.5,  0.304,
2000200514, 022408, 005903,   99.7,  0.291,
2000200512, 022408, 005707,  123.8,  0.288,
2000200510, 022408, 005450,  150.9,  0.169,
2000200508, 022408, 005209,  177.1,  0.088,
2010200521, 052808, 012420,   24.7,  0.385,
2010200519, 052808, 012252,   44.7,  0.333,
2010200517, 052808, 012105,   75.1,  0.324,
2010200515, 052808, 011940,  100.2,  0.269,
2010200513, 052808, 011805,  125.9,  0.176,
2010200510, 052808, 011510,  150.9,  0.141,
2010200508, 052808, 011330,  176.1,  0.098,
2020200523, 062608, 010513,    7.0,  0.336,
2020200521, 062608, 010202,   24.8,  0.344,
2020200519, 062608, 010003,   44.6,  0.324,
2020200517, 062608, 005743,   74.6,  0.293,
2020200515, 062608, 005548,  100.0,  0.276,
2020200513, 062608, 005353,  125.1,  0.214,
2020200510, 062608, 005043,  149.6,  0.120,
2020200508, 062608, 004828,  174.5,  0.082,
2020200506, 062608, 004638,  199.7,  0.063,
2030200623, 072708, 014111,    5.7,  0.270,
2030200620, 072708, 013741,   25.0,  0.291,
2030200618, 072708, 013545,   45.0,  0.373,
2030200616, 072708, 013345,   75.2,  0.293,
2030200614, 072708, 013131,  100.0,  0.248,
2030200611, 072708, 012901,  125.2,  0.229,
2030200609, 072708, 012700,  150.4,  0.128,
2030200607, 072708, 012507,  174.9,  0.112,
2040200521, 081708, 010023,    7.1,  0.367,
2040200519, 081708, 005753,   24.8,  0.367,
2040200517, 081708, 005618,   45.4,  0.361,
2040200515, 081708, 005418,   75.2,  0.361,
2040200513, 081708, 005223,  100.6,  0.334,
2040200511, 081708, 005033,  125.0,  0.253,
2040200509, 081708, 004848,  151.0,  0.152,
2040200507, 081708, 004653,  174.7,  0.137,
2040200506, 081708, 004503,  199.6,  0.124,
2050200523, 101108, 010517,    7.1,  0.423,
2050200520, 101108, 010157,   25.3,  0.414,
2050200517, 101108, 010002,   45.3,  0.358,
2050200515, 101108, 005752,   75.0,  0.390,
2050200513, 101108, 005602,   99.7,  0.303,
2050200511, 101108, 005423,  126.1,  0.205,
2050200509, 101108, 005222,  149.4,  0.129,
2050200507, 101108, 005032,  175.3,  0.052,
2050200506, 101108, 004852,  199.3,  0.093,
2060200523, 120108, 025347,    9.7,  0.291,
2060200521, 120108, 024944,   25.3,  0.306,
2060200517, 120108, 024749,   44.7,  0.302,
2060200515, 120108, 024609,   74.8,  0.308,
2060200513, 120108, 024433,   99.8,  0.251,
2060200511, 120108, 024309,  123.7,  0.167,
2060200509, 120108, 024134,  148.1,  0.116,
2060200507, 120108, 024004,  175.2,  0.077,
2080200521, 012109, 021658,    7.3,  0.269,
2080200519, 012109, 021214,   25.3,  0.275,
2080200517, 012109, 021010,   45.1,  0.245,
2080200515, 012109, 020703,   75.7,  0.273,
2080200513, 012109, 020433,  100.3,  0.211,
2080200511, 012109, 020204,  124.9,  0.156,
2080200509, 012109, 015946,  150.7,  0.119,
2080200507, 012109, 015714,  174.9,  0.091,
2090200524, 021809, 022752,   10.0,  0.252,
2090200523, 021809, 022629,   29.1,  0.239,
2090200520, 021809, 022313,   43.6,  0.208,
2090200519, 021809, 022124,   74.9,  0.261,
2090200518, 021809, 021934,  100.1,  0.239,
2090200517, 021809, 021744,  125.4,  0.179,
2090200508, 021809, 021444,  149.8,  0.108,
2090200507, 021809, 021304,  174.6,  0.073,
